question,answer,first_instruction,history,current_view_coord,previous_views_coord,map_name,gps_botm_left,gps_top_right,lng_ratio,lat_ratio
 Which direction should I go? What is destination's color and shape?.  , Move 4'o clock direction and go straight in large size of grey colour building in your destination.  , Go 10 o'clock and stop at the biggest building surrounded by smaller ones.  ,"["" [INS] Go 10 o'clock and stop at the biggest building surrounded by smaller ones..  ""]","[[-34.84064853915203, -56.01897100395082], [-34.839368528576124, -56.01831881963], [-34.840022070862666, -56.01703614890699], [-34.84130207888634, -56.01768834471282]]",[],1362,"[-34.84440055958513, -56.02115784423387]","[-34.83529370931215, -56.010111715871645]",2.9870547220728622e-06,2.9868318376460847e-06
" I am a liitle confused, what should I do now.  "," Head towards your 7 o'clock, and stop in the building right before the street, close to the brown warehouse.  ", Go to the East Side of the warehouse. Go to your 1 o'clock direction to the silver building.  ,"["" [INS] Go to the East Side of the warehouse. Go to your 1 o'clock direction to the silver building..  ""]","[[-34.84156310017277, -56.016595935328354], [-34.84208608596874, -56.01683980548097], [-34.84184221581612, -56.01736278070344], [-34.84131923475999, -56.01711891128003]]",[],1362,"[-34.84440055958513, -56.02115784423387]","[-34.83529370931215, -56.010111715871645]",2.9870547220728622e-06,2.9868318376460847e-06
 How to go to destinaton? What is destination's color and shape?.  , Proceed Forward Direction in nearest by Grey colour building in your destination.  ," Hey drone, head southeast, pass the hangars and head to the vertical rectangular building with a gray roof, this is the destination.  ","[' [INS] Hey drone, head southeast, pass the hangars and head to the vertical rectangular building with a gray roof, this is the destination..  ']","[[-34.839724336069, -56.01565933478658], [-34.84084756860011, -56.01667069092262], [-34.839838210491216, -56.01779170374766], [-34.8387149779601, -56.01678034761161]]",[],1362,"[-34.84440055958513, -56.02115784423387]","[-34.83529370931215, -56.010111715871645]",2.9870547220728622e-06,2.9868318376460847e-06
 How to go to destinaton? How does the destination look like?.  , You near grey building is your destination.  , Drone please to right/ east from your current position. Then to slightly south/ down once you pass over the soccer feild.  ,[' [INS] Drone please to right/ east from your current position. Then to slightly south/ down once you pass over the soccer feild..  '],"[[16.880597458580553, -24.983105362712504], [16.88044828761851, -24.98432019507922], [16.881659800036687, -24.984468958349787], [16.881808970590225, -24.983254125166052]]",[],1150,"[16.878524549385258, -24.99147984190763]","[16.887653805726238, -24.981996838461942]",3.346155061993067e-06,3.346501591268639e-06
 Which direction should I go? How does the destination look like?.  , Please go a little  to the forward direction. The destination is peach color horizontal building.  , Drone please to right/ east from your current position. Then to slightly south/ down once you pass over the soccer feild.  ,"[' [INS] Drone please to right/ east from your current position. Then to slightly south/ down once you pass over the soccer feild..  ', '[QUE] How to go to destinaton? How does the destination look like?.  [INS] You near grey building is your destination.  ']","[[16.881252967901222, -24.98272884224599], [16.881103797347688, -24.983943674612707], [16.882315308948847, -24.984092437883273], [16.882464479502385, -24.98287760469954]]","[[[16.880597458580553, -24.983105362712504], [16.88044828761851, -24.98432019507922], [16.881659800036687, -24.984468958349787], [16.881808970590225, -24.983254125166052]]]",1150,"[16.878524549385258, -24.99147984190763]","[16.887653805726238, -24.981996838461942]",3.346155061993067e-06,3.346501591268639e-06
 How to go to destinaton? What is the destination look like? .  , Go to forward direction and cross the multiple buildings and reached destination of the brown color building.  ," Hi drone, head backward towards your o'clock direction. After passing take your third left. There is a destination which is in center position and surrounded by building.  ","["" [INS] Hi drone, head backward towards your o'clock direction.. After passing take your third left.. There is a destination which is in center position and surrounded by building..  ""]","[[16.88294741052024, -24.988811083332987], [16.88330755937112, -24.989749313372197], [16.88424891184501, -24.98938796473187], [16.88388876197286, -24.988449736939458]]",[],1150,"[16.878524549385258, -24.99147984190763]","[16.887653805726238, -24.981996838461942]",3.346155061993067e-06,3.346501591268639e-06
 Which direction should I go? .  , Turn around then go forward to the right.  ," Hi drone, head backward towards your o'clock direction. After passing take your third left. There is a destination which is in center position and surrounded by building.  ","["" [INS] Hi drone, head backward towards your o'clock direction.. After passing take your third left.. There is a destination which is in center position and surrounded by building..  "", '[QUE] How to go to destinaton? What is the destination look like? .  [INS] Go to forward direction and cross the multiple buildings and reached destination of the brown color building..  ']","[[16.880659378077134, -24.989419902579503], [16.88119983481606, -24.990827860503188], [16.88261091711484, -24.9902862020344], [16.882070455473812, -24.98887824686815]]","[[[16.88294741052024, -24.988811083332987], [16.88330755937112, -24.989749313372197], [16.88424891184501, -24.98938796473187], [16.88388876197286, -24.988449736939458]]]",1150,"[16.878524549385258, -24.99147984190763]","[16.887653805726238, -24.981996838461942]",3.346155061993067e-06,3.346501591268639e-06
 How to go to destinaton? What is the destination look like?.  ," You should turn on the north, it's a building with orange roof.  "," Hi drone, head south west and pass 3 streets and your destination is on the 3rd street.  ","[' [INS] Hi drone, head south west and pass 3 streets and your destination is on the 3rd street..  ']","[[16.879173657837743, -24.98881756990814], [16.879954671340098, -24.989450023577156], [16.880587125826132, -24.988669007828005], [16.87980611150676, -24.988036554976002]]",[],1150,"[16.878524549385258, -24.99147984190763]","[16.887653805726238, -24.981996838461942]",3.346155061993067e-06,3.346501591268639e-06
 How to go to destinaton? What is destination's color and shape?.  ," Make a 180 degree turn heading back the way you came, headed to the right. Your destination is a small rectangular building that is after the two big rectangle building at the end of the block.  ", Make a right turn through the road path; your destination will be on the right at your 3 o'clock direction.  ,"["" [INS] Make a right turn through the road path; your destination will be on the right at your 3 o'clock direction..  ""]","[[16.885268092180805, -24.98416218649766], [16.88471451741709, -24.983502448546258], [16.884052215257864, -24.984058174515706], [16.884605790225834, -24.984717912467108]]",[],1150,"[16.878524549385258, -24.99147984190763]","[16.887653805726238, -24.981996838461942]",3.346155061993067e-06,3.346501591268639e-06
 What color is the target?.  , Turn left and go to tan building.  , Make a right turn through the road path; your destination will be on the right at your 3 o'clock direction.  ,"["" [INS] Make a right turn through the road path; your destination will be on the right at your 3 o'clock direction..  "", ""[QUE] How to go to destinaton? What is destination's color and shape?.  [INS] Make a 180 degree turn heading back the way you came, headed to the right. Your destination is a small rectangular building that is after the two big rectangle building at the end of the block..  ""]","[[16.883639829684494, -24.984404186149693], [16.884193402405668, -24.985063930637228], [16.884855707220197, -24.98450820466778], [16.8843021332735, -24.983848461814276]]","[[[16.885268092180805, -24.98416218649766], [16.88471451741709, -24.983502448546258], [16.884052215257864, -24.984058174515706], [16.884605790225834, -24.984717912467108]]]",1150,"[16.878524549385258, -24.99147984190763]","[16.887653805726238, -24.981996838461942]",3.346155061993067e-06,3.346501591268639e-06
 Where should I go now? What is the destination look like?.  , You are at the destination.  , Drone could you please fly in the 12 o'clock direction. Then you will fly straight ahead and the destination will be the second building on your right.  ,"["" [INS] Drone could you please fly in the 12 o'clock direction. Then you will fly straight ahead and the destination will be the second building on your right..  ""]","[[16.88376351980238, -24.986004467850076], [16.883846027488644, -24.986789486778225], [16.884631046416793, -24.98670697909196], [16.884548538730527, -24.98592196016381]]",[],1150,"[16.878524549385258, -24.99147984190763]","[16.887653805726238, -24.981996838461942]",3.346155061993067e-06,3.346501591268639e-06
 which side of road is the target on?.  , Move towards 10'o clock direction. your destination is a gray and brown color building in the side of the road.  ," Hi drone, head west following the street and your destination is the second to last building.  ","[' [INS] Hi drone, head west following the street and your destination is the second to last building..  ']","[[16.88314220096425, -24.99050982352568], [16.88374077988334, -24.990267984964717], [16.883498940403232, -24.989669405228614], [16.882900361892652, -24.989911243891704]]",[],1150,"[16.878524549385258, -24.99147984190763]","[16.887653805726238, -24.981996838461942]",3.346155061993067e-06,3.346501591268639e-06
 Where should I go now? What is the destination look like?.  , Go to the forward direction cross the building and reached destination of the building.  , Turn backwards and the destination is the region close to some metalic roof little buildings.  ,[' [INS] Turn backwards and the destination is the region close to some metalic roof little buildings..  '],"[[13.893604287170005, 100.60890645007728], [13.893909936037847, 100.60860079701978], [13.894213161601572, 100.60890401923177], [13.893907510638897, 100.60920967228928]]",[],2148,"[13.891560396921443, 100.60299194330429]","[13.900662528284442, 100.61231282724574]",3.4331064241085416e-06,3.4321762303915167e-06
 In what direction is our destination? How does the destination look like?.  ," Turn around then forward, it is a set of grey buildings.  ", Turn backwards and the destination is the region close to some metalic roof little buildings.  ,"[' [INS] Turn backwards and the destination is the region close to some metalic roof little buildings..  ', '[QUE] Where should I go now? What is the destination look like?.  [INS] Go to the forward direction cross the building and reached destination of the building.  ']","[[13.89290855149571, 100.6077218429005], [13.893671632113787, 100.60695875851172], [13.894432287332913, 100.60771940241875], [13.893669210904504, 100.60848248680753]]","[[[13.893604287170005, 100.60890645007728], [13.893909936037847, 100.60860079701978], [13.894213161601572, 100.60890401923177], [13.893907510638897, 100.60920967228928]]]",2148,"[13.891560396921443, 100.60299194330429]","[13.900662528284442, 100.61231282724574]",3.4331064241085416e-06,3.4321762303915167e-06
 Where should I go now? What is destination's color and shape?.  , go forward triangular building is your goal.  , Continue going forward.  You will cross a parking lot and a road.  You are looking for a triangular shaped building which is surrounded by other rectangular buildings.  ,[' [INS] Continue going forward.  You will cross a parking lot and a road.  You are looking for a triangular shaped building which is surrounded by other rectangular buildings..  '],"[[13.8966465917323, 100.60965549636683], [13.896458607602424, 100.60927007286378], [13.896844032781349, 100.609082087477], [13.897032016911222, 100.60946751056109]]",[],2148,"[13.891560396921443, 100.60299194330429]","[13.900662528284442, 100.61231282724574]",3.4331064241085416e-06,3.4321762303915167e-06
 when should I turn?.  , You should turn into the eleven o'clock after passing the river.  ," Go straight, turn left to reach your destination.  ","[' [INS] Go straight, turn left to reach your destination.  ']","[[13.897109193350028, 100.6070354414846], [13.896484164395623, 100.60607298188643], [13.897446623784314, 100.60544795272254], [13.89807165273872, 100.60641041232071]]",[],2148,"[13.891560396921443, 100.60299194330429]","[13.900662528284442, 100.61231282724574]",3.4331064241085416e-06,3.4321762303915167e-06
 Where should I go now?.  , Keep moving forward to your 1 o'clock direction.  ," Go straight, turn left to reach your destination.  ","[' [INS] Go straight, turn left to reach your destination.  ', ""[QUE] when should I turn?.  [INS] You should turn into the eleven o'clock after passing the river..  ""]","[[13.897077259627062, 100.60789930550693], [13.896054740506075, 100.60737830517724], [13.8965757404168, 100.60635578354245], [13.897598259537787, 100.60687678471008]]","[[[13.897109193350028, 100.6070354414846], [13.896484164395623, 100.60607298188643], [13.897446623784314, 100.60544795272254], [13.89807165273872, 100.60641041232071]]]",2148,"[13.891560396921443, 100.60299194330429]","[13.900662528284442, 100.61231282724574]",3.4331064241085416e-06,3.4321762303915167e-06
 I cannot follow the instruction any more. Please further explain it. How to go to destinaton?.  , Move toward in 7'o clock and after passing the white building. thier destination is a gray color building surrounded by other buildings.  , Go to your 2 o'clock then stop at the bulding exactly on the right side (from your perspective) of the blue one.  ,"["" [INS] Go to your 2 o'clock then stop at the bulding exactly on the right side (from your perspective) of the blue one..  ""]","[[13.895138037915203, 100.61103592840537], [13.894519777369856, 100.60957940490209], [13.895976296264491, 100.60896114687056], [13.89659455262017, 100.61041765906171]]",[],2148,"[13.891560396921443, 100.60299194330429]","[13.900662528284442, 100.61231282724574]",3.4331064241085416e-06,3.4321762303915167e-06
 Where should I go now?.  , You should go to your nine o'clock.  , Go to your 2 o'clock then stop at the bulding exactly on the right side (from your perspective) of the blue one.  ,"["" [INS] Go to your 2 o'clock then stop at the bulding exactly on the right side (from your perspective) of the blue one..  "", ""[QUE] I cannot follow the instruction any more. Please further explain it. How to go to destinaton?.  [INS] Move toward in 7'o clock and after passing the white building. thier destination is a gray color building surrounded by other buildings..  ""]","[[13.896893620606548, 100.60979851808698], [13.896823417687417, 100.61037025446124], [13.896251691787322, 100.61030005405591], [13.896321891354718, 100.60972832145235]]","[[[13.895138037915203, 100.61103592840537], [13.894519777369856, 100.60957940490209], [13.895976296264491, 100.60896114687056], [13.89659455262017, 100.61041765906171]]]",2148,"[13.891560396921443, 100.60299194330429]","[13.900662528284442, 100.61231282724574]",3.4331064241085416e-06,3.4321762303915167e-06
 I see the orange top building. Is the destination in my view? How to go to destinaton?.  , Your destination is at the upper edge of your view. Turn to your 11 o'clock and go straight. You'll see a cluster of gray roofs and a small orange roof in between those. That is your destination.  , Destination is a row of buildings with orange stuff on the topside at your four o'clock.  ,"["" [INS] Destination is a row of buildings with orange stuff on the topside at your four o'clock..  ""]","[[13.895093308238925, 100.60888085175668], [13.896330567549166, 100.60801450000591], [13.897194949946376, 100.60924894762978], [13.895957690426652, 100.61011529896159]]",[],2148,"[13.891560396921443, 100.60299194330429]","[13.900662528284442, 100.61231282724574]",3.4331064241085416e-06,3.4321762303915167e-06
 I see the orange roof. Am I near the destination? In what direction is our destination?.  ," Continue forward, heading southwest. After passing over the building with a dark bluish-grey roof, the destination will be ahead of you with a light and dark roof that has a red rectangle in the middle.  ", Destination is a row of buildings with orange stuff on the topside at your four o'clock.  ,"["" [INS] Destination is a row of buildings with orange stuff on the topside at your four o'clock..  "", ""[QUE] I see the orange top building. Is the destination in my view? How to go to destinaton?.  [INS] Your destination is at the upper edge of your view. Turn to your 11 o'clock and go straight. You'll see a cluster of gray roofs and a small orange roof in between those. That is your destination..  ""]","[[13.89523391031452, 100.609093434787], [13.895646745560034, 100.60850383282938], [13.896233534993355, 100.60891469934978], [13.89582069974784, 100.60950430046947]]","[[[13.895093308238925, 100.60888085175668], [13.896330567549166, 100.60801450000591], [13.897194949946376, 100.60924894762978], [13.895957690426652, 100.61011529896159]]]",2148,"[13.891560396921443, 100.60299194330429]","[13.900662528284442, 100.61231282724574]",3.4331064241085416e-06,3.4321762303915167e-06
" I followed the dirt road. I am a liitle confused, what should I do now.  ", Turn into your 4 o'clock and move little forward.  , Continue going forward.  The location is south of a dirt road loop.  It is two crescent shaped structures with the edges pointing to the northeast and southeast.  ,[' [INS] Continue going forward.  The location is south of a dirt road loop.  It is two crescent shaped structures with the edges pointing to the northeast and southeast..  '],"[[-33.406335662991914, -70.81551885404491], [-33.407110710644865, -70.81477039412113], [-33.40785917179533, -70.81554544771876], [-33.407084119801816, -70.8162939053779]]",[],2373,"[-33.4147659661956, -70.82059482187246]","[-33.40559512618068, -70.80966117590735]",3.0912202332795765e-06,3.091989216090102e-06
" I see the road. I am a liitle confused, what should I do now.  ", Go towards the 1 o'clock direction until you see a light colored roof with black marks all over it. This is the destination.  , Please go to the northeast direction road at 1 o'clock. The destination is a  big white roof vertical building near near the road and surrounded by the  blue roof buildings.  ,"["" [INS] Please go to the northeast direction road at 1 o'clock. The destination is a  big white roof vertical building near near the road and surrounded by the  blue roof buildings..  ""]","[[-6.844278350900264, 39.239025032039905], [-6.845060979473949, 39.239864307599824], [-6.845902543277915, 39.23907954479668], [-6.845119916232911, 39.23824026809025]]",[],1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
  I see many light blue roof with black marks. Am I near the destination? What is destination's color and shape? Where should I go now?.  ," Hi drone,  move further forward. The destination is a silver building in L shape.  ", Please go to the northeast direction road at 1 o'clock. The destination is a  big white roof vertical building near near the road and surrounded by the  blue roof buildings.  ,"["" [INS] Please go to the northeast direction road at 1 o'clock. The destination is a  big white roof vertical building near near the road and surrounded by the  blue roof buildings..  "", ""[QUE] I see the road. I am a liitle confused, what should I do now..  [INS] Go towards the 1 o'clock direction until you see a light colored roof with black marks all over it. This is the destination..  ""]","[[-6.843866650420673, 39.240190224431956], [-6.844889129582687, 39.240711211072735], [-6.845411536750079, 39.23968594359697], [-6.844389058352406, 39.23916495542751]]","[[[-6.844278350900264, 39.239025032039905], [-6.845060979473949, 39.239864307599824], [-6.845902543277915, 39.23907954479668], [-6.845119916232911, 39.23824026809025]]]",1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see many buildings. What is destination's color and shape? Is the destination in my view? In what direction is our destination?.  , Destination is rectangular and beige. Destination is not in your view. You should go to your five o'clock.  ," Hi drone, turn backwards and head north west and pass over the buildings and your destination is the second to last building.  ","[' [INS] Hi drone, turn backwards and head north west and pass over the buildings and your destination is the second to last building..  ']","[[-6.845433917961007, 39.2366826948107], [-6.844734438730143, 39.23740702370314], [-6.845458767049327, 39.23810650293401], [-6.84615824589802, 39.23738217346831]]",[],1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see two beige buildings. Is the destination in my view? How does the destination look like? How to go to destinaton?.  ," No, the destination is not in your view. Looks like you just flew over the target. Move towards your 7 o'clock direction. The destination is a long building with light gray colored roof.  "," Hi drone, turn backwards and head north west and pass over the buildings and your destination is the second to last building.  ","[' [INS] Hi drone, turn backwards and head north west and pass over the buildings and your destination is the second to last building..  ', ""[QUE] I see many buildings. What is destination's color and shape? Is the destination in my view? In what direction is our destination?.  [INS] Destination is rectangular and beige. Destination is not in your view. You should go to your five o'clock..  ""]","[[-6.8458255285144975, 39.24054355707691], [-6.846793462053103, 39.240266011322376], [-6.846515916680736, 39.23929807931245], [-6.845547983524301, 39.23957562583133]]","[[[-6.845433917961007, 39.2366826948107], [-6.844734438730143, 39.23740702370314], [-6.845458767049327, 39.23810650293401], [-6.84615824589802, 39.23738217346831]]]",1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see many blue buildings. Am I near the destination? In what direction is our destination?.  , Destination is nearby. It is in your four o'clock direction.  ," Hi drone, head north west and pass over the buildings and your destination is the blue building toward the end.  ","[' [INS] Hi drone, head north west and pass over the buildings and your destination is the blue building toward the end..  ']","[[-6.844872863826915, 39.238279027114764], [-6.843814326429186, 39.23945465372163], [-6.844989949309896, 39.240513184526925], [-6.846048490051614, 39.23933756556346]]",[],1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see the blue building when I turn to 4 o'clock. Can I see the destination? In what direction is our destination? What is destination's color and shape?.  ," Head towards 10 o'clock  direction, After passing the gray color building. The destination is a blue color building with a silver color building next to it.  "," Hi drone, head north west and pass over the buildings and your destination is the blue building toward the end.  ","[' [INS] Hi drone, head north west and pass over the buildings and your destination is the blue building toward the end..  ', ""[QUE] I see many blue buildings. Am I near the destination? In what direction is our destination?.  [INS] Destination is nearby. It is in your four o'clock direction..  ""]","[[-6.843872080173645, 39.24057513690434], [-6.845419472584113, 39.240904046333235], [-6.845748378382389, 39.23935666328594], [-6.8442009915133895, 39.23902774659581]]","[[[-6.844872863826915, 39.238279027114764], [-6.843814326429186, 39.23945465372163], [-6.844989949309896, 39.240513184526925], [-6.846048490051614, 39.23933756556346]]]",1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see the road. Can I see the destination? What is the destination look like? .  ," No, it's the second building in your view at 11 o'clock.  "," Hey drone, head southwest, go through the buildings and the road and go to the third building next to the road, the building that has a brown and gray roof.  ","[' [INS] Hey drone, head southwest, go through the buildings and the road and go to the third building next to the road, the building that has a brown and gray roof..  ']","[[-6.846882457155539, 39.236899038649284], [-6.84623100601756, 39.23633274305657], [-6.845664711189188, 39.23698419304804], [-6.846316161180656, 39.23755048921401]]",[],1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see the second building. Am I near the destination? What is the destination look like? Which direction should I go? .  ," No, You are not near the destination. The destination is vertical brown grey roof building. You should go towards forward direction.  "," Hey drone, head southwest, go through the buildings and the road and go to the third building next to the road, the building that has a brown and gray roof.  ","[' [INS] Hey drone, head southwest, go through the buildings and the road and go to the third building next to the road, the building that has a brown and gray roof..  ', ""[QUE] I see the road. Can I see the destination? What is the destination look like? .  [INS] No, it's the second building in your view at 11 o'clock.  ""]","[[-6.846978075411578, 39.237003426329935], [-6.846790653032686, 39.23645912138356], [-6.846246351334759, 39.23664654108726], [-6.84643377218497, 39.23719084622472]]","[[[-6.846882457155539, 39.236899038649284], [-6.84623100601756, 39.23633274305657], [-6.845664711189188, 39.23698419304804], [-6.846316161180656, 39.23755048921401]]]",1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see many factories. Can I see the destination? What is the destination look like?.  , No the destination is not in your View area. The destination look like a small factory.  , Go to the forward direction then cross the some building and to reached destination of the factory.  ,[' [INS] Go to the forward direction then cross the some building and to reached destination of the factory..  '],"[[-6.84424211529856, 39.23871833611183], [-6.84526481955882, 39.23938248982279], [-6.845930679850788, 39.2383571585246], [-6.844907975781614, 39.237693004622564]]",[],1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see many light blue factories. Is the destination in my view? I am a liitle confused by the instruction. What should I do now. .  , Destination is not in your view. Go to your three o'clock.  , Go to the forward direction then cross the some building and to reached destination of the factory.  ,"[' [INS] Go to the forward direction then cross the some building and to reached destination of the factory..  ', '[QUE] I see many factories. Can I see the destination? What is the destination look like?.  [INS] No the destination is not in your View area. The destination look like a small factory..  ']","[[-6.8435186815351425, 39.23963451591926], [-6.844722230929676, 39.24041611129582], [-6.845505534033758, 39.239209934003476], [-6.844301985116936, 39.23842833862692]]","[[[-6.84424211529856, 39.23871833611183], [-6.84526481955882, 39.23938248982279], [-6.845930679850788, 39.2383571585246], [-6.844907975781614, 39.237693004622564]]]",1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
" I see the light blue buildings. I am a liitle confused, what should I do now. .  ", You should go to your eight o'clock.  , Go to the forward direction then cross the some building and to reached destination of the factory.  ,"[' [INS] Go to the forward direction then cross the some building and to reached destination of the factory..  ', '[QUE] I see many factories. Can I see the destination? What is the destination look like?.  [INS] No the destination is not in your View area. The destination look like a small factory..  ', ""[QUE] I see many light blue factories. Is the destination in my view? I am a liitle confused by the instruction. What should I do now. .  [INS] Destination is not in your view. Go to your three o'clock..  ""]","[[-6.845887323022864, 39.24102547538111], [-6.846747217047031, 39.239701362277096], [-6.8454204755674954, 39.23883976339168], [-6.844560583072009, 39.24016387420267]]","[[[-6.84424211529856, 39.23871833611183], [-6.84526481955882, 39.23938248982279], [-6.845930679850788, 39.2383571585246], [-6.844907975781614, 39.237693004622564]], [[-6.8435186815351425, 39.23963451591926], [-6.844722230929676, 39.24041611129582], [-6.845505534033758, 39.239209934003476], [-6.844301985116936, 39.23842833862692]]]",1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see two buildings surrounded by trees. Am I near the destination? How to go to destinaton?.  ," You are close. Go to your 1 o'clock, immediately past the first building on your right that you see. The destination looks similar to the one to your right.  "," Hey drone! go towards 9 o' clock directing.  You will find your desitantion beside a road after crossing two houses , your desitination is a square building surrounded by trees.  ","["" [INS] Hey drone! go towards 9 o' clock directing.  You will find your desitantion beside a road after crossing two houses , your desitination is a square building surrounded by trees..  ""]","[[-6.8484079936110245, 39.24159677258225], [-6.84885048440437, 39.24094075298174], [-6.848194466332547, 39.24049826180623], [-6.847751974392692, 39.24115428064239]]",[],1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see multiple dark gray buildings. Am I near the destination? How to go to destinaton?.  ," Yes, you are near the destination. You have to turn to 3:30 o'clock and move forward to reach the destination.  "," Move forward and cross the street. After crossing, make a sharp right. After pasding the trees, your destination is the dark gray building.  ","[' [INS] Move forward and cross the street. After crossing, make a sharp right. After pasding the trees, your destination is the dark gray building..  ']","[[-6.847317302712688, 39.240313329956145], [-6.847656994691494, 39.24178470431965], [-6.849128369819341, 39.24144501386952], [-6.848788680897896, 39.239973637977336]]",[],1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I turned 3:30 and see many buildings. I am a liitle confused by the instruction. Please further explain it.  .  ," Yes, you are on the right direction, please keep moving up to the dark gray building.  "," Move forward and cross the street. After crossing, make a sharp right. After pasding the trees, your destination is the dark gray building.  ","[' [INS] Move forward and cross the street. After crossing, make a sharp right. After pasding the trees, your destination is the dark gray building..  ', ""[QUE] I see multiple dark gray buildings. Am I near the destination? How to go to destinaton?.  [INS] Yes, you are near the destination. You have to turn to 3:30 o'clock and move forward to reach the destination..  ""]","[[-6.84821297134444, 39.2414085698858], [-6.848610546056807, 39.241239811934946], [-6.848441788870293, 39.24084223875126], [-6.848044213775755, 39.24101099708429]]","[[[-6.847317302712688, 39.240313329956145], [-6.847656994691494, 39.24178470431965], [-6.849128369819341, 39.24144501386952], [-6.848788680897896, 39.239973637977336]]]",1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see multiple blue roof buildings. Am I near the destination? Which direction should I go?.  , Move towards 11.30'o clock direction. pass the road and few gray color building blocks. your destination is a gray color building sorrounded by other buildings and a blue color building behind.  ," Drone, please fly in the 2 o'clock direction. Go towards the large blue roof of the storage unit. The destination is right in front of that blue roof.  ","["" [INS] Drone, please fly in the 2 o'clock direction. Go towards the large blue roof of the storage unit. The destination is right in front of that blue roof..  ""]","[[-6.844064855099361, 39.239158532797425], [-6.845417030005446, 39.24010534226061], [-6.846365633375533, 39.23875060241926], [-6.84501345560317, 39.237803795822344]]",[],1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see many blue buildings. Can I see the destination? Which direction should I go?.  , Yes you can see the destination and you go straight and turn right.  , Please go to northeast at 2 o'clock direction near the road. The destination is a 3 grey roof building just before the blue roof.  ,"["" [INS] Please go to northeast at 2 o'clock direction near the road. The destination is a 3 grey roof building just before the blue roof..  ""]","[[-6.843805253887861, 39.23837300765394], [-6.844701633031852, 39.23940418997783], [-6.845732818795274, 39.23850780710768], [-6.8448364368805485, 39.237476622681854]]",[],1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
 I see the three gray buildings. Is the destination in my view? How does the destination look like? In what direction is our destination? .  ," yes, the destination is in your view.keep going straight and head for the most left of the three gray buildings.  ", Please go to northeast at 2 o'clock direction near the road. The destination is a 3 grey roof building just before the blue roof.  ,"["" [INS] Please go to northeast at 2 o'clock direction near the road. The destination is a 3 grey roof building just before the blue roof..  "", '[QUE] I see many blue buildings. Can I see the destination? Which direction should I go?.  [INS] Yes you can see the destination and you go straight and turn right..  ']","[[-6.843645076071726, 39.238958207989405], [-6.8445414539736635, 39.23998938916679], [-6.845572640119256, 39.239093006296635], [-6.844676258968871, 39.23806182282623]]","[[[-6.843805253887861, 39.23837300765394], [-6.844701633031852, 39.23940418997783], [-6.845732818795274, 39.23850780710768], [-6.8448364368805485, 39.237476622681854]]]",1192,"[-6.8516442065481415, 39.23472247506188]","[-6.842593242277585, 39.24378205661822]",3.1315525600920755e-06,3.1307382464741927e-06
